Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-11-23,334.345,337.5,325.55,325.83,4202642
2018-11-26,325,346.22,325,346,7992141
2018-11-27,340.05,346.96,335.5,343.92,6358300
2018-11-28,345.99,348.28,342.21,347.87,4127578
2018-11-29,347,347.5,339.55,341.17,3080724
2018-11-30,341.83,351.6,338.265,350.48,5628895
2018-12-03,360,366,352,358.49,8306511
2018-12-04,356.05,368.68,352,359.7,8461945
2018-12-06,356.01,367.38,350.76,363.06,7842508
2018-12-07,369,379.49,357.65,357.965,11511177
2018-12-10,360,365.98,353.12,365.15,6613455
2018-12-11,369.91,372.169,360.23,366.76,6308769
2018-12-12,369.42,371.91,365.16,366.6,5027048
2018-12-13,370.15,377.44,366.75,376.79,7365854
2018-12-14,375,377.87,364.33,365.71,6337555
2018-12-17,362,365.7,343.88,348.42,7674008
2018-12-18,350.54,351.55,333.69,337.03,7099999
2018-12-19,337.6,347.01,329.74,332.97,8274181
2018-12-20,327.054,330.29,311.869,315.38,9071858
2018-12-21,317.4,323.47,312.44,319.77,8016801
2018-12-24,313.5,314.5,295.195,295.39,5559913
2018-12-26,300,326.97,294.09,326.09,8163138
2018-12-27,319.84,322.172,301.5,316.13,8575133
2018-12-28,323.1,336.24,318.41,333.87,9938992
2018-12-31,337.79,339.21,325.26,332.8,6302338
2019-01-02,306.1,315.13,298.8,310.12,11658648
2019-01-03,307,309.4,297.38,300.36,6965184
2019-01-04,306,318,302.73,317.69,7394116
2019-01-07,321.72,336.74,317.751,334.96,7551225
2019-01-08,341.96,344.01,327.02,335.35,7008516
2019-01-09,335.5,343.503,331.47,338.53,5432945
2019-01-10,334.4,345.39,331.79,344.97,6056354
2019-01-11,342.09,348.41,338.77,347.26,5039052
2019-01-14,342.38,342.5,334,334.4,5247284
2019-01-15,335,348.8,334.5,344.43,6056590
2019-01-16,344.78,352,343.5,346.05,4691739
2019-01-17,346.21,351.5,344.15,347.31,3676733
2019-01-18,323,327.13,299.73,302.26,24150763
2019-01-22,304.82,308,295.5,298.92,12066741
2019-01-23,292.5,294.5,281.69,287.59,12529993
2019-01-24,283.03,293.68,279.283,291.51,8012155
2019-01-25,294.39,298.52,289.55,297.04,7258078
2019-01-28,292.91,297.46,287.75,296.38,6423279
2019-01-29,295.27,298.557,291.8,297.46,4621692
2019-01-30,300.45,309,298.49,308.77,11250318
2019-01-31,301,311.564,294,307.02,12569245
2019-02-01,305.42,316.1,303.5,312.21,7283441
2019-02-04,312.98,315.3,301.88,312.89,7352082
2019-02-05,312.49,322.44,312.249,321.35,6742765
2019-02-06,319.59,324.24,315.624,317.22,5038546
2019-02-07,313.3,314.7,303,307.51,6520611
2019-02-08,306.83,307.445,298.5,305.8,5844212
2019-02-11,311.6,318.6,310.5,312.84,7129713
2019-02-12,316.2,318.19,309.62,311.81,5517570
2019-02-13,312.35,312.75,305.57,308.17,5141617
2019-02-14,303.38,306.77,301,303.77,5200832
2019-02-15,304.5,308,303.9,307.88,3904947
2019-02-19,306.56,311.544,305.47,305.64,4168443
2019-02-20,304.41,306.3,299,302.56,7142117
2019-02-21,301.81,303.24,290.5,291.23,8909182
2019-02-22,294.49,296.5,292.1,294.71,5740558
2019-02-25,297.91,302.904,297.001,298.77,6626522
2019-02-26,292.22,302.01,288.77,297.86,8582535
2019-02-27,301.78,316.295,300.55,314.74,11183908
2019-02-28,318.92,320,310.81,319.88,10520653
2019-03-01,306.94,307.13,291.9,294.79,22911375
2019-03-04,298.12,299,282.78,285.36,17096818
2019-03-05,282,284,270.1,276.54,18764740
2019-03-06,276.48,281.506,274.39,276.24,10335485
2019-03-07,278.84,284.7,274.25,276.59,9442483
2019-03-08,276.91,285.59,275.89,284.14,8819625
2019-03-11,283.52,291.28,280.5,290.92,7392278
